Id,Portfolio Dept?,Title,Portfolio,Classification,Type of Body,GFS Sector Classification,Materiality,Description,Established By / Under,Established by/Under More Info,Creation Date,GFS Function / Sector Reported,PS Act Body,Average Staffing Level (ASL),Max No. of  Board / Committee Members,Paid Members?,Board / Committee Appointed by,Board / Committee Appointed More Info,Annual Report Prepared and Tabled?,Auditor,Auditor Other,ABN,Parent Organisation,Parent Board / Non-Board Title,"2019-20 Budget, Total Appropriations ($000)","2019-20 Budget, Total Departmental Expenses ($000)",Head Office Street Address,Head Office Suburb,Head Office State,Head Office Postcode,Head Office Country,Website Address,Strategic / Corporate / Organisational Plan,Annual Reports,Budget Documentation
B-003069,,Indigenous Prosperity Fund - Growth Fund,Prime Minister and Cabinet,C. Other,"J. Joint Ventures, Partnerships and Interests in Other Companies",,,IBA's investment - managed fund,Other,Constitution,42293,,,,0,,,,"No, but disclosed in parent's financial statements",,,92 355 897 336,Indigenous Business Australia,,,,,,,,,http://www.iba.gov.au/,http://www.iba.gov.au/about-us/publications/#Plans,http://www.iba.gov.au/about-us/publications/annual-report-archive/,http://www.iba.gov.au/about-us/governance/portfolio-budget-statements/
B-003070,,Indigenous Prosperity Fund - Income Fund,Prime Minister and Cabinet,C. Other,"J. Joint Ventures, Partnerships and Interests in Other Companies",,,IBA's investment - managed fund,Other,Constitution,42293,,,,0,,,,"No, but disclosed in parent's financial statements",,,91 509 688 057,Indigenous Business Australia,,,,,,,,,http://www.iba.gov.au/,http://www.iba.gov.au/about-us/publications/#Plans,http://www.iba.gov.au/about-us/publications/annual-report-archive/,http://www.iba.gov.au/about-us/governance/portfolio-budget-statements/
B-003071,,Indigenous Real Estate Investment Trust-Head Trust,Prime Minister and Cabinet,C. Other,"J. Joint Ventures, Partnerships and Interests in Other Companies",,,Subsidiary Investment holding entity of IBA (80% ownership),Corporations Act 2001 / Company / Trust Deed / Partnership,,41557,,,,0,,,,"No, but disclosed in parent's financial statements",Other,Moore Stephens,81 151 733 525,Indigenous Business Australia,,,,"Level 2, 15 Lancaster Place",Majura Park,ACT,2609,Australia,,,,
B-003073,,Kakadu Tourism (GCH) Pty Limited,Prime Minister and Cabinet,C. Other,I. Subsidiaries of Corporate Commonwealth Entities and Commonwealth Companies,,,Subsidiary Investment holding entity of IBA (70% ownership),Corporations Act 2001 / Company / Trust Deed / Partnership,,36280,,,,0,,,,"No, but disclosed in parent's financial statements",Other,Merit Partners,50 087 366 612,Indigenous Business Australia,,,,"Level 2, 15 Lancaster Place",Majura Park,ACT,2609,Australia,,,,
B-003074,,Kakadu Tourism (GLC) Pty Limited,Prime Minister and Cabinet,C. Other,I. Subsidiaries of Corporate Commonwealth Entities and Commonwealth Companies,,,Subsidiary Investment holding entity of IBA (52% ownership),Corporations Act 2001 / Company / Trust Deed / Partnership,,36280,,,,0,,,,"No, but disclosed in parent's financial statements",Other,Merit Partners,74 087 366 336,Indigenous Business Australia,,,,"Level 2, 15 Lancaster Place",Majura Park,ACT,2609,Australia,,,,
B-003075,,Leonora Investments Pty Limited,Prime Minister and Cabinet,C. Other,I. Subsidiaries of Corporate Commonwealth Entities and Commonwealth Companies,,,Subsidiary Investment holding entity of IBA (100% ownership),Corporations Act 2001 / Company / Trust Deed / Partnership,,39269,,,,0,,,,"No, but disclosed in parent's financial statements",,,66 126 419 618,Indigenous Business Australia,,,,"Level 2, 15 Lancaster Place",Majura Park,ACT,2609,Australia,,,,
B-003076,,Leonora Investments Trust,Prime Minister and Cabinet,C. Other,"J. Joint Ventures, Partnerships and Interests in Other Companies",,,Subsidiary Investment holding entity of IBA (100% ownership),Corporations Act 2001 / Company / Trust Deed / Partnership,,39272,,,,0,,,,"No, but disclosed in parent's financial statements",Other,Moore Stephens,35 730 558 104,Indigenous Business Australia,,,,"Level 2, 15 Lancaster Place",Majura Park,ACT,2609,Australia,,,,
B-003077,,Li Ar Yalug Holding Trust,Prime Minister and Cabinet,C. Other,"J. Joint Ventures, Partnerships and Interests in Other Companies",,,Subsidiary Investment holding entity of IBA (91% ownership),Corporations Act 2001 / Company / Trust Deed / Partnership,,41087,,,,0,,,,"No, but disclosed in parent's financial statements",Other,Moore Stephens,20 205 625 807,Indigenous Business Australia,,,,"Level 2, 15 Lancaster Place",Majura Park,ACT,2609,Australia,,,,
B-003696,,Marlba Maya Pty Ltd,Prime Minister and Cabinet,C. Other,I. Subsidiaries of Corporate Commonwealth Entities and Commonwealth Companies,,,Subsidiary vehicle entity for investment,Constitution and Administrative Arrangement Orders,,40118,,,,,,,,,,,,Indigenous Business Australia,,,,"Level 2, 5 Lancaster Place",Majura Park,,2609,Australia,,,,
B-003079,,Mungo Lodge Holdings Pty Limited,Prime Minister and Cabinet,C. Other,I. Subsidiaries of Corporate Commonwealth Entities and Commonwealth Companies,,,Subsidiary Investment holding entity of IBA (100% ownership),Corporations Act 2001 / Company / Trust Deed / Partnership,,37883,,,,0,,,,"No, but disclosed in parent's financial statements",,,70 106 381 408,Indigenous Business Australia,,,,"Level 2, 15 Lancaster Place",Majura Park,ACT,2609,Australia,,,,
B-003080,,Mungo Lodge Pty Limited,Prime Minister and Cabinet,C. Other,I. Subsidiaries of Corporate Commonwealth Entities and Commonwealth Companies,,,Subsidiary Investment holding entity of IBA (100% ownership),Corporations Act 2001 / Company / Trust Deed / Partnership,,37894,,,,0,,,,"No, but disclosed in parent's financial statements",,,91 106 500 556,Indigenous Business Australia,,,,"Level 2, 15 Lancaster Place",Majura Park,ACT,2609,Australia,,,,
B-003081,,Mungo Lodge Trust,Prime Minister and Cabinet,C. Other,"J. Joint Ventures, Partnerships and Interests in Other Companies",,,Subsidiary Investment holding entity of IBA (100% ownership),Corporations Act 2001 / Company / Trust Deed / Partnership,,37902,,,,0,,,,"No, but disclosed in parent's financial statements",,,16 840 494 151,Indigenous Business Australia,,,,"Level 2, 15 Lancaster Place",Majura Park,ACT,2609,Australia,,,,
B-003305,,Mutijulu Foundation,Prime Minister and Cabinet,C. Other,I. Subsidiaries of Corporate Commonwealth Entities and Commonwealth Companies,,,"Trustee for the Mutijulu Foundation Trust, which was established as a charitable trust for the benefit of identified Aboriginal communities. Wholly owned subsidiary of Voyages Indigenous Tourism Australia Pty Ltd, but not a controlled entity",Corporations Act 2001 / Company / Trust Deed / Partnership,,40684,,,,4,Yes,,,No,Ernst & Young,,57 100 482 924,,Voyages Indigenous Tourism Australia Pty Ltd,,,179 Elizabeth Street,SYDNEY,NSW,2000,Australia,https://www.ayersrockresort.com.au/uluru-and-kata-tjuta/mutitjulu-foundation,,,
B-003082,,National Centre of Indigenous Excellence Ltd,Prime Minister and Cabinet,C. Other,I. Subsidiaries of Corporate Commonwealth Entities and Commonwealth Companies,,,Operates the NCIE facility at Redfern for the achievement of Indigenous benefits. Wholly owned subsidiary of the Indigenous Land Corporation.,Corporations Act 2001 / Company / Trust Deed / Partnership,,39730,,,,10,Yes,Board / Committee / Chairperson / Council,,"No, but disclosed in parent's financial statements",ANAO,,98 133 644 578,Indigenous Land and Sea Corporation,,,,166-180 George St,Redfern,NSW,2016,Australia,http://www.ncie.org.au,,,
B-003083,,National Indigenous Pastoral Enterprises Pty Ltd,Prime Minister and Cabinet,C. Other,I. Subsidiaries of Corporate Commonwealth Entities and Commonwealth Companies,,,Conducts operations and employs staff working on agricultural business on ILC owned or leased properties. Wholly owned subsidiary of the Indigenous Land Corporation..,Corporations Act 2001 / Company / Trust Deed / Partnership,,38051,,,,4,Yes,Board / Committee / Chairperson / Council,,"No, but disclosed in parent's financial statements",ANAO,,28 108 266 548,Indigenous Land and Sea Corporation,,,,"Level 7, 121 King William St",Adelaide,SA,,Australia,,,,
B-003084,,North Stradbroke Enterprises Pty Ltd,Prime Minister and Cabinet,C. Other,I. Subsidiaries of Corporate Commonwealth Entities and Commonwealth Companies,,,Subsidiary Investment holding entity of IBA (100% ownership),Corporations Act 2001 / Company / Trust Deed / Partnership,,40592,,,,0,,,,"No, but disclosed in parent's financial statements",,,96 149 399 539,Indigenous Business Australia,,,,"Level 2, 15 Lancaster Place",Majura Park,ACT,2609,Australia,,,,
B-003085,,North Stradbroke Enterprises Trust,Prime Minister and Cabinet,C. Other,"J. Joint Ventures, Partnerships and Interests in Other Companies",,,Subsidiary Investment holding entity of IBA (89% ownership),Corporations Act 2001 / Company / Trust Deed / Partnership,,40603,,,,0,,,,"No, but disclosed in parent's financial statements",Other,Moore Stephens,67 982 392 324,Indigenous Business Australia,,,,"Level 2, 15 Lancaster Place",Majura Park,ACT,2609,Australia,,,,
B-003697,,Port Hedland Investment Trust,Prime Minister and Cabinet,C. Other,"J. Joint Ventures, Partnerships and Interests in Other Companies",,,Subsidiary Investment holding entity of IBA,Corporations Act 2001 / Company / Trust Deed / Partnership,,34022,,,,,,,,"No, but disclosed in parent's financial statements",,,,Indigenous Business Australia,,,,,,,,,,,,
B-003088,,Tennant Creek Enterprises Pty Limited,Prime Minister and Cabinet,C. Other,I. Subsidiaries of Corporate Commonwealth Entities and Commonwealth Companies,,,Subsidiary Investment holding entity of IBA (100% ownership),Corporations Act 2001 / Company / Trust Deed / Partnership,,39630,,,,0,,,,"No, but disclosed in parent's financial statements",,,,Indigenous Business Australia,,,,"Level 2, 15 Lancaster Place",Majura Park,ACT,2609,Australia,,,,
B-003089,,Tennant Creek Enterprises Trust,Prime Minister and Cabinet,C. Other,"J. Joint Ventures, Partnerships and Interests in Other Companies",,,Subsidiary Investment holding entity of IBA (100% ownership),Corporations Act 2001 / Company / Trust Deed / Partnership,,39631,,,,0,,,,"No, but disclosed in parent's financial statements",,,28 566 518 023,Indigenous Business Australia,,,,"Level 2, 15 Lancaster Place",Majura Park,ACT,2609,Australia,,,,
B-003698,,Tennant Creek Foodbarn Partnership,Prime Minister and Cabinet,C. Other,I. Subsidiaries of Corporate Commonwealth Entities and Commonwealth Companies,,,Subsidiary Investment vehicle entity,Corporations Act 2001 / Company / Trust Deed / Partnership,,39645,,,,,,,,"No, but disclosed in parent's financial statements",,,,Indigenous Business Australia,,,,"Level 2, 5 Lancaster Place",Majura Park,,2609,Australia,,,,
B-003090,,Tennant Creek Land Holding Trust,Prime Minister and Cabinet,C. Other,"J. Joint Ventures, Partnerships and Interests in Other Companies",,,Subsidiary Investment holding entity of IBA (90% ownership),Corporations Act 2001 / Company / Trust Deed / Partnership,,39644,,,,0,,,,"No, but disclosed in parent's financial statements",Other,Moore Stephens,26 854 669 395,Indigenous Business Australia,,,,"Level 2, 15 Lancaster Place",Majura Park,ACT,2609,Australia,,,,
B-003091,,Tennant Creek Supermarket Pty Limited,Prime Minister and Cabinet,C. Other,I. Subsidiaries of Corporate Commonwealth Entities and Commonwealth Companies,,,Subsidiary Investment holding entity of IBA (90% ownership),Corporations Act 2001 / Company / Trust Deed / Partnership,,39633,,,,0,,,,"No, but disclosed in parent's financial statements",Other,Merit Partners,46 132 055 497,Indigenous Business Australia,,,,PO Box 1953,Berrimah,NT,828,Australia,http://www.outbackstores.com.au,,,
B-003092,,The Owners-Strata Plan No. 86156,Prime Minister and Cabinet,C. Other,L. Bodies Linked to the Australian Government through Statutory Contracts Agreements and Delegations,,,Registered strata title scheme that separates a building owned by the Indigenous Land Corporation in NSW into 3 separate strata title lots. One strata title was transferred to an Aboriginal Corporation in 2014/15 - accordingly the ILC owns 61%,Corporations Act 2001 / Company / Trust Deed / Partnership,,40947,,,,0,,,,"No, but disclosed in parent's financial statements",ANAO,,33 616 401 350,Indigenous Land and Sea Corporation,,,,"Level 7, 121 King William St",Adelaide,SA,,Australia,,,,
B-003833,,Ti Tree Grocery Store Pty Ltd,Prime Minister and Cabinet,C. Other,I. Subsidiaries of Corporate Commonwealth Entities and Commonwealth Companies,,,Subsidiary of Outback Stores.,Corporations Act 2001 / Company / Trust Deed / Partnership,,43369,,,,,,,,,,,,Outback Stores Pty Ltd,,,,535,Ti Tree,NT,0872,Australia,,,,
B-003093,,Tjapukai Aboriginal Cultural Park Partnership,Prime Minister and Cabinet,C. Other,I. Subsidiaries of Corporate Commonwealth Entities and Commonwealth Companies,,,Subsidiary Investment holding entity of IBA (100% ownership),Corporations Act 2001 / Company / Trust Deed / Partnership,,35155,,,,0,,,,"No, but disclosed in parent's financial statements",Other,HLB Mann Judd,37 121 038 415,Indigenous Business Australia,,,,"Level 2, 15 Lancaster Place",Majura Park,ACT,2609,Australia,http://www.tjapukai.com.au,,,
B-003094,,Tjapukai Pty Limited,Prime Minister and Cabinet,C. Other,I. Subsidiaries of Corporate Commonwealth Entities and Commonwealth Companies,,,Subsidiary Investment holding entity of IBA (100% ownership),Corporations Act 2001 / Company / Trust Deed / Partnership,,34960,,,,0,,,,"No, but disclosed in parent's financial statements",,,98 071 123 843,Indigenous Business Australia,,,,"Level 2, 15 Lancaster Place",Majura Park,ACT,2609,Australia,,,,
B-003095,,Voyages Indigenous Tourism Australia Pty Ltd,Prime Minister and Cabinet,C. Other,I. Subsidiaries of Corporate Commonwealth Entities and Commonwealth Companies,,,Owns and operates Ayers Rock Resort (ARR) and operates other ILC tourism businesses for the achievement of Indigenous benefits. Wholly owned subsidiary of the Indigenous Land Corporation.,Corporations Act 2001 / Company / Trust Deed / Partnership,,40451,,,,9,Yes,Board / Committee / Chairperson / Council,,"No, but disclosed in parent's financial statements",ANAO,,52 146 482 591,Indigenous Land and Sea Corporation,,,,179 Elizabeth Street,SYDNEY,NSW,2000,Australia,http://www.voyages.com.au,,,
B-003096,,Wildman River Lodge Trust,Prime Minister and Cabinet,C. Other,"J. Joint Ventures, Partnerships and Interests in Other Companies",,,Subsidiary Investment holding entity of IBA (100% ownership),Corporations Act 2001 / Company / Trust Deed / Partnership,,39037,,,,0,,,,"No, but disclosed in parent's financial statements",Other,Moore Stephens,48 244 364 507,Indigenous Business Australia,,,,"Level 2, 15 Lancaster Place",Majura Park,ACT,2609,Australia,,,,
B-003097,,Wildman Wilderness Lodge Pty Ltd,Prime Minister and Cabinet,C. Other,I. Subsidiaries of Corporate Commonwealth Entities and Commonwealth Companies,,,Subsidiary Investment holding entity of IBA (100% ownership),Corporations Act 2001 / Company / Trust Deed / Partnership,,35044,,,,0,,,,"No, but disclosed in parent's financial statements",Other,Merit Partners,65 072 129 358,Indigenous Business Australia,,,,"Level 2, 15 Lancaster Place",Majura Park,ACT,2609,Australia,http://www.wildmanwildernesslodge.com.au,,,
B-003098,,Wilpena Pound Aerodrome Services Pty Ltd,Prime Minister and Cabinet,C. Other,I. Subsidiaries of Corporate Commonwealth Entities and Commonwealth Companies,,,Subsidiary Investment holding entity of IBA (87% ownership),Corporations Act 2001 / Company / Trust Deed / Partnership,,40865,,,,0,,,,"No, but disclosed in parent's financial statements",Other,Moore Stephens,25 154 340 011,Indigenous Business Australia,,,,"Level 2, 15 Lancaster Place",Majura Park,ACT,2609,Australia,http://www.airwilpena.com.au,,,
O-000924,Yes,Department of Social Services,Social Services,A. Principal,A. Non Corporate Commonwealth Entity,GGS,Material,Department of Social Services (DSS) has policy responsibility for: families and children; child care; housing; community services; seniors; disability and carers; women; ageing and aged care; disability employment services; working age and student payments; settlement and multicultural services; and civil society and volunteering.,Constitution and Administrative Arrangement Orders,,41535,Social Security and Welfare; Education; Health; Public Order and Safety; Housing and Community,Yes - Department,2122,,,,,Yes,ANAO,,36 342 015 855,,,124289508,551679,Soward Way (Cnr Athllon Drive),Greenway,ACT,2900,Australia,http://www.dss.gov.au,https://www.dss.gov.au/publications-articles/corporate-publications/department-of-social-services-corporate-plans,http://www.dss.gov.au/about-the-department/publications-articles/corporate-publications/annual-reports,http://www.dss.gov.au/about-the-department/publications-articles/corporate-publications/budget-and-additional-estimates-statements
O-000925,,Australian Institute of Family Studies,Social Services,A. Principal,A. Non Corporate Commonwealth Entity,GGS,Small,"The Australian Institute of Family Studies (AIFS) is the Australian Government's key research body in the area of family wellbeing. It was established in 1980 under the Family Law Act 1975. Its role is to increase understanding of factors affecting how Australian families function by: - conducting research; and - disseminating findings. With a history of more than 30 years of researching and analysing influences on Australian families, AIFS holds a wealth of policy- and practice-relevant knowledge - a foundation of knowledge that continues to grow. The Institute's work provides an evidence base for developing policy and practice related to the wellbeing of families in Australia.",Act / Regulation,Family Law Act 1975,29252,Social Security and Welfare,Yes - Statutory Agency with Dual Staffing Powers,82,,,,,Yes,ANAO,,64 001 053 079,,,4641,15960,"Level 4, 40 City Road, SOUTHBANK",Melbourne,VIC,3006,Australia,http://www.aifs.gov.au,http://www.aifs.gov.au/institute/aifs/corporateplans/directions/strategic/index.html,http://www.aifs.gov.au/institute/pubs/annualreports/annualreports.html,http://www.aifs.gov.au/institute/aifs/accountability.html
O-000926,,National Disability Insurance Scheme Launch Transition Agency,Social Services,A. Principal,B. Corporate Commonwealth Entity,GGS,Material,"Its main statutory functions are: - delivering the National Disability Insurance Scheme (NDIS) so as to, amongst other things, support the independence, and social and economic participation, of people with disability and enable people with disability to exercise choice and control in the pursuit of their goals and the planning and delivery of their supports; - managing, and advising and reporting on, the financial sustainability of the NDIS; - developing and enhancing the disability sector; - building community awareness of disabilities and the social contributors to disabilities; - collecting, analysing and exchanging data about disabilities and the supports for people with disability; and - undertaking research relating to disabilities, the supports for people with disability and the social contributors to disabilities.",Act / Regulation,National Disability Insurance Scheme Act 2013,41456,Social Security and Welfare,Yes - Statutory Agency,3230,,,,,Yes,ANAO,,25 617 475 104,,,1408255,17850264,"Level 1, 43-45 Brougham Street",Geelong,VIC,3220,Australia,http://www.ndis.gov.au/about-us,https://www.ndis.gov.au/about-us/information-publications-and-reports/corporate-plan,,
O-005007,,NDIS Quality and Safeguards Commission,Social Services,A. Principal,A. Non Corporate Commonwealth Entity,GGS,Small,"The NDIS Quality and Safeguards Commission is an independent body that will work with people with disability, providers and the community to deliver the nationally consistent, responsive and effective regulation of National Disability Insurance Scheme providers.",Act / Regulation,National Disability Insurance Act 2013,43282,Social Security and Welfare,Yes - Statutory Agency,237,,,,,Yes,,,40 293 545 182,,,54820,50481,121 Henry Street,Penrith,NSW,2750,Australia,,,,
B-003099,,Australian Institute of Family Studies Expert Advisory Committee,Social Services,B. Secondary,D. Advisory Body - Policy and Stakeholder Consultation,,,To provide specialist advice to the Director in relation to: - strategic directions for Institute research; - any significant proposed changes to the research program; - key performance indicators for the Institute's research activities; and - the development of future strategic and research plans.,Act / Regulation,The former Financial Management and Accountability Act 1997 with an Advisory Council structure,39052,,,,9,Yes,Ministerial,,No,,,,Australian Institute of Family Studies,,,,"Level 20, 485 La Trobe Street",Melbourne,VIC,3000,Australia,http://www.aifs.gov.au/institute/aifs/advisorycouncil.html,,,
B-001966,,COAG Disability Reform Council,Social Services,B. Secondary,G. Ministerial Councils and Related Bodies including those Established by the COAG,,,"The Disability Reform Council ('the Council') was established under the Council of Australian Governments (COAG) and empowered with functions under the Intergovernmental Agreement on the National Disability Insurance Scheme Launch. The Council is responsible for making decisions and formulating advice on matters arising from the launch of the NDIA and matters relating to the implementation of the full scheme. It is a forum for discussion and decision-making between jurisdictions on issues relating to the NDIS. Specifically, the Council will monitor outcomes and the performance of launch sites based on performance and outcome measures agreed to by all jurisdictions. The Council also has a range of responsibilities under the NDIS Act.",COAG,,41250,,,,0,No,Commonwealth / State / Territory Minister(s),,,,,,,,,,,,,,Australia,https://www.dss.gov.au/our-responsibilities/disability-and-carers/programmes-services/government-international/disability-reform-council,,,
B-003101,,National Accreditation Authority for Translators and Interpreters,Social Services,B. Secondary,H. Inter Jurisdictional and International Bodies,,,"National Accreditation Authority for Translators and Interpreters (NAATI) is a not-for-profit company owned by the Commonwealth, state and territory governments. The mission of the company is to set and maintain high national standards for the translating and interpreting sector to enable the existence of a supply of appropriately credentialed translating and interpreting professionals, responsive to the changing needs and demography of Australia?s culturally and linguistically diverse society.",Corporations Act 2001 / Company / Trust Deed / Partnership,,30958,,,,6,No,Ministerial,,Yes,Other,Hardwickes Partners Pty Ltd,42 008 596 996,Department of Social Services,,,,"17A, 2 King Street",Deakin,ACT,2600,Australia,https://www.naati.com.au/,,http://www.naati.com.au/annual_reports.html,
B-003665,,National Disability and Carers Advisory Council,Social Services,B. Secondary,D. Advisory Body - Policy and Stakeholder Consultation,,,"The Council will provide advice on issues of strategic importance in relation to the disability and carer sectors, and will focus on driving the implementation of the overarching National Disability Strategy, the National Disability Insurance Scheme, enhanced supports and services for carers, and reforms to disability employment. The Council will be Co-Chaired by the Assistant Minister for Social Services and Disability Services, the Hon Jane Prentice MP, and Ms Keran Howe. The membership of the Council includes representatives from industry and services sectors, non-government organisations, disability sector experts, people with disability and carers. The Council incorporates representatives from a range of backgrounds and members are drawn from every state and territory.",Prime Minister,,42552,,,,19,Yes,Ministerial,,,,,,,,,,,,,,,,,,
B-001969,,National Disability Insurance Scheme Actuary,Social Services,B. Secondary,E. Statutory Office Holder Offices and Committees,,,"The Board of the NDIA (Board) is to nominate a Scheme Actuary under section 180A of the National Disability Insurance Scheme Act 2013 (NDIS Act). The duties of the Scheme Actuary are set out in section 180B of the NDIS Act. The Scheme Actuary is responsible for, among other things, assessing the financial sustainability of the National Disability Insurance Scheme (NDIS). There is no limit to the duration of a person's nomination as the Scheme Actuary.",Act / Regulation,National Disability Insurance Scheme Act 2013,41456,,,,,,,,,,,,,,,,"Level 1, 43-45 Brougham Street",Geelong,VIC,3220,Australia,https://ndis.gov.au/about-us/governance/scheme-actuary-and-reviewing-actuary,,,
B-001970,,National Disability Insurance Scheme Independent Advisory Council,Social Services,B. Secondary,E. Statutory Office Holder Offices and Committees,,,"The Independent Advisory Council provides advice to the Board of the National Disability Insurance Agency and is made up of people with disabilities, carers, those experienced in service delivery and disability in rural and remote areas. The Independent Advisory Council provides the Board with independent advice on matters relating to the design and delivery of the National Disability Insurance Scheme and how it meets objectives. This advice must have regard to the role of families, carers and other significant persons in the lives of people with disability.",Act / Regulation,National Disability Insurance Scheme Act 2013,41456,,,,13,Yes,Commonwealth / State / Territory Minister(s),,No,,,,,,,,"Level 1, 43-45 Brougham Street",Geelong,VIC,3220,Australia,http://www.ndis.gov.au/about-us/governance/ndis-independent-advisory-council,,,
B-001971,,National Disability Insurance Scheme Reviewing Actuary,Social Services,B. Secondary,E. Statutory Office Holder Offices and Committees,,,"The Board of the NDIA is to nominate a Reviewing Actuary under section 180D of the NDIS Act. The duties of the Reviewing Actuary are set out in section 180E of the NDIS Act. The Reviewing Actuary is responsible for, among other things, reviewing and reporting to the Board on actuarial reports and advice received by the Board. The nomination of the Reviewing Actuary has effect for a period specified in the nomination, for a maximum of 3 years.",Act / Regulation,National Disability Insurance Scheme Act 2013,41456,,,,0,,,,,,,,,,,,"Level 1, 43-45 Brougham Street",Geelong,VIC,3220,Australia,https://ndis.gov.au/about-us/governance/scheme-actuary-and-reviewing-actuary,,,
B-003102,,Settlement Services Advisory Council,Social Services,B. Secondary,D. Advisory Body - Policy and Stakeholder Consultation,,,The Settlement Services Advisory Council is a ministerially-appointed expert and independent body that provides advice to the Government on matters relating to the resettlement of refugees and humanitarian entrants in Australia.,Minister,,35522,,,,10,Yes,Ministerial,,No,,,,Department of Social Services,,,,Soward Way (Cnr Athllon Drive),Greenway,ACT,2900,Australia,,,,
B-003103,,The Prime Minister's Community Business Partnership (the Partnership),Social Services,B. Secondary,D. Advisory Body - Policy and Stakeholder Consultation,,,"The Partnership brings together leaders from the business and community sectors to promote philanthropic giving and investment in Australia. The Partnership advises the Government on practical strategies to foster a culture of philanthropic giving, volunteering and investment in Australia in order to strengthen communities.",Prime Minister,,41772,,,,15,No,Prime Minister,,"Yes, but not tabled",,,,Department of Social Services,,,,Department of Social Services,,,,,http://www.communitybusinesspartnership.gov.au/,,,
B-003104,,Australia's National Research Organisation for Women's Safety,Social Services,C. Other,"J. Joint Ventures, Partnerships and Interests in Other Companies",,,"Previously, the National Centre of Excellence to Reduce Violence against Women and their Children (NCE), it is now called Australia's National Research Organisation for Women's Safety (ANROWS). ANROWS was established in partnership between the Commonwealth and all state and territory governments as a key initiative of the National Plan to Reduce Violence against Women and their Children 2010-2022. ANROWS will build the evidence base on reducing violence against women and their children, to inform and improve policy, programmes and service delivery and drive future reform. The members of the Company are comprised of all nine Australian governments. ANROWS is governed by a Board of Directors and operates under a Constitution.",Corporations Act 2001 / Company / Trust Deed / Partnership,,41317,,,,10,Yes,Commissioner / CEO / Senior Executive Officer,,No,Other,LBW &: Partners,67 162 349 171,Department of Social Services,,,,"Suite 2.03, Level 2, 90 Bourke Road",Alexandria,NSW,2015,Australia,http://www.anrows.org.au/about/who-we-are,,http://www.anrows.org.au/file/anrows-annual-report-2013-14webpdf,
B-003105,,Our Watch,Social Services,C. Other,"J. Joint Ventures, Partnerships and Interests in Other Companies",,,The role of Our Watch is to drive cultural and attitudinal change to prevent violence against women and their children from the ground up through community engagement and advocacy.,Corporations Act 2001 / Company / Trust Deed / Partnership,,41430,,,,10,Yes,Other,Two Principal Members (The Commonwealth and Victorian Governments) appoint two Directors; and the rest of the Directors are appointed by the board,Yes,Other,Ms Sandra Lawson from Grant Thornton,60 164 123 844,Department of Social Services,,,,GPO Box 24229,Melbourne,VIC,3001,Australia,http://www.ourwatch.org.au,,http://www.ourwatch.org.au/Who-We-Are/Annual-reports,
O-000927,Yes,Department of the Treasury,Treasury,A. Principal,A. Non Corporate Commonwealth Entity,GGS,Material,"The Treasury's mission is to improve the wellbeing of the Australian people by providing sound and timely advice to the Government, based on objective and thorough analysis of options, and by assisting Treasury ministers in the administration of their responsibilities and the implementation of government decisions. The Treasury is expected to anticipate and analyse policy issues with a whole-of-economy perspective, understand government and stakeholder circumstances, and respond rapidly to changing events and directions. Treasury makes informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations.",Constitution and Administrative Arrangement Orders,,367,"Social Security and Welfare; Education; Other Economic Affairs; Fuel and Energy; General Public Services; Transport and Communication; Other Purposes; Housing and Community Amenities; Health; Public Order and Safety; Agriculture, Forestry and Fishing",Yes - Department,909,,,,,Yes,ANAO,,92 802 414 793,,,141566135,213709,Langton Crescent,Parkes,ACT,2600,Australia,https://treasury.gov.au/,https://treasury.gov.au/publication/corporate-plan-2017-18/,https://treasury.gov.au/the-department/corporate-publications/annual-report/,https://treasury.gov.au/publication/portfolio-budget-statements-2017-18/
O-000928,,Australian Bureau of Statistics,Treasury,A. Principal,A. Non Corporate Commonwealth Entity,GGS,Material,"The ABS is Australia's official national statistical agency. It was established over 100 years ago as the Commonwealth Bureau of Census and Statistics, following enactment of the Census and Statistics Act 1905. The agency became the Australian Bureau of Statistics in 1975 with the passing of the Australian Bureau of Statistics Act 1975. The ABS provides statistics on a wide range of economic, social, population and environmental matters, covering government, business and the community. It also has an important coordination function with respect to the statistical activities of other official bodies, both in Australia and overseas",Act / Regulation,Australian Bureau of Statistics Act 1975,28178,General Public Services,Yes - Statutory Agency with Dual Staffing Powers,2562,,,,,Yes,ANAO,,26 331 428 522,,,401223,457398,45 Benjamin Way,Belconnen,ACT,2617,Australia,http://www.abs.gov.au,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1005.0,http://www.abs.gov.au/AUSSTATS/abs@.nsf/DetailsPage/1001.02012-13?OpenDocument,
